SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP24,G5,P14,2/25/2021,3605,347,258
SP09,G3,P03,2/25/2021,6356,38,374
SP24,G5,P19,2/25/2021,602,238,41
SP23,G1,P14,2/26/2021,7042,142,470
SP22,G5,P03,2/26/2021,2968,215,142
SP10,G1,P22,2/26/2021,294,80,17
SP05,G4,P11,2/26/2021,6363,68,213
SP09,G2,P12,2/26/2021,280,220,18
SP11,G3,P21,2/26/2021,406,22,29
SP18,G4,P07,2/26/2021,4144,374,139
SP08,G4,P01,2/26/2021,5341,179,173
SP17,G5,P12,2/26/2021,2947,103,197
SP02,G4,P19,2/26/2021,12026,166,926
SP10,G4,P20,2/26/2021,3983,237,307
SP04,G1,P14,2/26/2021,1792,283,163
SP01,G6,P01,2/26/2021,1526,150,67
SP20,G2,P16,2/26/2021,5313,70,190
SP08,G6,P11,2/26/2021,7728,48,242
SP16,G3,P13,2/26/2021,413,414,22
SP21,G1,P14,2/26/2021,4431,13,493
SP03,G2,P12,2/26/2021,1036,240,58
SP21,G2,P09,2/26/2021,217,147,25
SP15,G1,P19,2/26/2021,7616,16,693
SP12,G6,P16,2/26/2021,11900,256,518
SP25,G4,P19,2/26/2021,10437,350,1044
SP18,G1,P12,3/1/2021,5691,216,335
SP22,G5,P04,3/1/2021,5397,66,300
SP08,G2,P16,3/1/2021,3276,61,143
SP09,G4,P07,3/1/2021,4102,14,187
SP02,G5,P18,3/1/2021,476,86,18
SP14,G3,P16,3/1/2021,4858,138,157
SP09,G3,P08,3/1/2021,7259,69,404
SP08,G1,P03,3/2/2021,6209,35,311
SP09,G4,P16,3/2/2021,12390,269,539
SP20,G6,P21,3/2/2021,686,103,41
SP18,G4,P01,3/2/2021,9030,563,312
SP14,G3,P03,3/2/2021,5376,48,256
SP24,G5,P17,3/2/2021,2898,17,126
SP01,G2,P03,3/2/2021,18900,13,945
SP18,G2,P11,3/2/2021,5082,95,182
SP16,G5,P04,3/2/2021,2016,177,107
SP10,G2,P20,3/2/2021,847,145,50
SP10,G4,P15,3/3/2021,4200,57,350
SP03,G4,P22,3/3/2021,17577,190,977
SP09,G1,P09,3/3/2021,861,108,96
SP03,G3,P07,3/3/2021,3829,434,142
SP01,G6,P18,3/3/2021,1155,238,37
SP19,G5,P15,3/3/2021,11123,189,1391
SP22,G4,P15,3/3/2021,8505,82,532
SP05,G2,P07,3/3/2021,4130,152,138
SP14,G5,P01,3/3/2021,420,43,15
SP07,G5,P06,3/3/2021,994,92,63
SP13,G6,P05,3/3/2021,3689,364,176
SP16,G2,P06,3/3/2021,13195,124,880
SP12,G5,P16,3/4/2021,6545,276,219
SP04,G2,P07,3/4/2021,9982,399,357
SP21,G6,P13,3/4/2021,6363,95,398
SP04,G5,P15,3/4/2021,14336,50,1304
SP24,G1,P10,3/4/2021,7063,182,253
SP17,G5,P11,3/4/2021,5551,176,199
SP05,G2,P09,3/4/2021,448,319,38
SP11,G6,P21,3/5/2021,9121,66,481
SP04,G3,P09,3/5/2021,6258,277,626
SP20,G3,P18,3/5/2021,10752,111,347
SP08,G4,P13,3/5/2021,12411,100,540
SP11,G5,P18,3/5/2021,308,74,10
SP25,G2,P12,3/5/2021,10689,296,764
SP04,G6,P07,3/5/2021,448,98,16
SP11,G2,P05,3/5/2021,4410,271,260
SP15,G6,P15,3/8/2021,6265,501,570
SP05,G3,P21,3/8/2021,7301,116,366
SP03,G5,P18,3/8/2021,4802,330,185
SP14,G3,P01,3/8/2021,1358,99,53
SP21,G2,P02,3/8/2021,1610,284,147
SP03,G6,P22,3/8/2021,63,106,3
SP05,G4,P21,3/8/2021,161,55,8
SP02,G3,P03,3/8/2021,1246,157,70
SP15,G1,P11,3/8/2021,49,250,3
SP09,G2,P03,3/8/2021,4032,150,202
SP18,G3,P09,3/8/2021,1085,181,181
SP10,G2,P10,3/8/2021,4347,135,174
SP15,G5,P17,3/8/2021,7084,193,322
SP13,G3,P04,3/8/2021,5383,117,300
SP06,G3,P12,3/8/2021,1351,232,123
SP19,G5,P19,3/8/2021,3591,455,257
SP13,G3,P12,3/8/2021,1540,27,154
SP22,G2,P07,3/8/2021,9884,113,341
SP18,G1,P13,3/8/2021,9415,296,554
SP02,G5,P07,3/8/2021,1778,52,66
SP17,G3,P04,3/8/2021,8120,224,370
SP23,G6,P01,3/8/2021,2849,128,95
SP13,G5,P13,3/8/2021,2408,288,115
SP07,G3,P17,3/8/2021,12075,265,549
SP06,G3,P18,3/8/2021,2730,120,95
SP19,G6,P04,3/9/2021,1778,267,112
SP18,G4,P09,3/9/2021,4725,157,591
SP13,G3,P20,3/9/2021,6405,40,338
SP03,G6,P08,3/9/2021,2674,402,122
SP24,G1,P08,3/9/2021,5908,149,311
SP24,G5,P03,3/9/2021,7301,39,457
SP24,G2,P10,3/9/2021,154,101,6
SP12,G2,P09,3/9/2021,343,103,29
SP03,G4,P19,3/9/2021,14903,136,1656
SP17,G4,P12,3/9/2021,5390,482,318
SP09,G5,P03,3/9/2021,553,105,27
SP23,G6,P10,3/9/2021,7266,70,346
SP14,G4,P05,3/9/2021,8792,32,419
SP05,G1,P04,3/9/2021,8967,154,561
SP24,G1,P13,3/9/2021,3661,269,167
SP13,G4,P19,3/10/2021,1344,8,112
SP15,G5,P09,3/10/2021,10262,168,856
SP03,G1,P05,3/10/2021,4480,128,264
SP21,G4,P22,3/10/2021,7784,100,300
SP01,G2,P17,3/10/2021,19054,178,658
SP17,G4,P08,3/10/2021,23268,80,1058
SP08,G1,P06,3/11/2021,3885,242,195
SP17,G6,P06,3/11/2021,7147,225,477
SP19,G1,P16,3/11/2021,4571,62,164
SP23,G5,P20,3/11/2021,7973,80,614
SP07,G6,P01,3/11/2021,6055,213,202
SP09,G4,P03,3/11/2021,847,213,43
SP08,G4,P09,3/11/2021,4914,147,702
SP02,G5,P08,3/11/2021,1358,204,76
SP01,G4,P17,3/11/2021,1428,387,50
SP14,G2,P22,3/11/2021,8764,50,439
SP25,G5,P03,3/11/2021,10472,107,456
SP22,G6,P10,3/11/2021,1960,65,70
SP03,G3,P06,3/11/2021,10171,69,536
SP04,G3,P15,3/11/2021,8253,13,551
SP01,G1,P16,3/11/2021,9534,86,367
SP19,G3,P08,3/11/2021,5936,199,350
SP01,G6,P06,3/12/2021,154,172,8
SP08,G4,P18,3/12/2021,5663,155,196
SP09,G6,P15,3/12/2021,11298,14,1256
SP19,G3,P01,3/12/2021,1309,237,49
SP03,G6,P06,3/12/2021,3815,258,212
SP23,G5,P07,3/12/2021,385,227,16
SP18,G2,P22,3/12/2021,315,232,15
SP06,G1,P22,3/12/2021,11823,453,657
SP03,G5,P07,3/12/2021,2891,205,108
SP22,G6,P05,3/12/2021,5278,54,264
SP20,G6,P10,3/12/2021,8036,118,335
SP21,G6,P22,3/12/2021,2940,142,128
SP02,G1,P22,3/12/2021,8309,232,333
SP12,G1,P07,3/12/2021,1820,18,63
SP08,G2,P09,3/12/2021,1393,153,127
SP02,G4,P18,3/12/2021,6440,235,215
SP07,G6,P16,3/12/2021,2275,359,99
SP01,G6,P10,3/12/2021,3941,209,180
SP23,G6,P19,3/12/2021,49,78,4
SP18,G2,P03,3/12/2021,3346,122,168
SP14,G1,P14,3/15/2021,4592,445,511
SP21,G5,P12,3/15/2021,8862,152,522
SP22,G4,P06,3/15/2021,9590,133,640
SP04,G2,P13,3/15/2021,7175,47,359
SP11,G1,P10,3/15/2021,2534,119,91
SP02,G1,P06,3/15/2021,1162,3,62
SP10,G3,P05,3/15/2021,7042,173,470
SP06,G1,P20,3/15/2021,7392,111,493
SP24,G3,P05,3/15/2021,371,191,20
SP23,G4,P06,3/16/2021,7728,151,368
SP20,G5,P18,3/16/2021,518,223,21
SP08,G1,P07,3/16/2021,8547,112,317
SP15,G5,P05,3/16/2021,4018,34,192
SP21,G4,P17,3/16/2021,6118,203,266
SP12,G4,P11,3/16/2021,1582,119,55
SP23,G4,P13,3/16/2021,3626,309,214
SP18,G3,P11,3/16/2021,8981,152,360
SP08,G2,P19,3/16/2021,3304,306,255
SP03,G6,P11,3/16/2021,6076,74,196
SP04,G1,P15,3/16/2021,12530,134,964
SP02,G2,P20,3/16/2021,3675,273,283
SP15,G6,P04,3/16/2021,434,152,28
SP10,G1,P20,3/16/2021,5509,16,307
SP01,G1,P21,3/16/2021,10843,228,517
SP01,G3,P09,3/16/2021,7623,88,587
SP01,G3,P12,3/16/2021,7623,152,636
SP01,G3,P10,3/17/2021,6573,185,313
SP05,G1,P14,3/17/2021,2520,95,149
SP04,G1,P21,3/17/2021,910,14,54
SP24,G2,P19,3/17/2021,5397,8,416
SP16,G3,P16,3/17/2021,4263,464,158
SP19,G6,P17,3/17/2021,7637,114,273
SP11,G3,P13,3/17/2021,15239,156,953
SP23,G2,P08,3/17/2021,7840,81,392
SP16,G3,P18,3/17/2021,1302,298,51
SP16,G2,P17,3/17/2021,3192,459,128
SP23,G4,P16,3/17/2021,4312,79,188
SP18,G2,P16,3/17/2021,6258,49,224
SP05,G2,P22,3/17/2021,7931,257,418
SP19,G3,P22,3/17/2021,2576,67,129
SP03,G1,P17,3/17/2021,623,224,22
SP20,G6,P17,3/17/2021,7567,254,292
SP13,G1,P22,3/18/2021,6363,179,266
SP02,G3,P22,3/18/2021,1645,97,75
SP25,G3,P19,3/18/2021,12740,72,980
SP12,G3,P20,3/18/2021,6755,504,483
SP15,G1,P12,3/18/2021,13321,119,833
SP09,G5,P21,3/18/2021,1078,41,57
SP14,G3,P08,3/18/2021,13104,77,624
SP07,G3,P18,3/18/2021,10241,74,366
SP19,G6,P13,3/19/2021,1904,316,112
SP15,G3,P20,3/19/2021,4116,89,217
SP09,G3,P10,3/19/2021,1302,24,55
SP03,G3,P10,3/19/2021,4606,186,210
SP25,G1,P06,3/19/2021,8526,153,569
SP19,G3,P17,3/22/2021,13832,187,577
SP03,G6,P17,3/22/2021,10962,24,392
SP04,G1,P05,3/22/2021,5383,212,317
SP25,G5,P15,3/22/2021,2856,138,179
SP19,G2,P16,3/22/2021,2954,143,96
SP05,G2,P10,3/22/2021,14385,230,600
SP10,G6,P06,3/22/2021,10346,88,647
SP24,G1,P20,3/22/2021,1568,199,83
SP11,G6,P16,3/22/2021,3682,152,148
SP02,G1,P11,3/22/2021,5544,162,185
SP02,G2,P11,3/22/2021,252,48,10
SP06,G3,P08,3/22/2021,6230,68,271
SP15,G4,P11,3/23/2021,3724,37,129
SP02,G4,P12,3/23/2021,5544,59,427
SP01,G6,P04,3/23/2021,8624,54,392
SP17,G1,P02,3/23/2021,4627,135,515
SP01,G5,P12,3/23/2021,13237,374,1019
SP08,G3,P05,3/23/2021,3143,298,158
SP22,G3,P16,3/23/2021,8631,83,376
SP06,G3,P21,3/23/2021,4886,343,288
SP18,G4,P03,3/23/2021,5012,71,295
SP20,G2,P05,3/23/2021,7847,353,462
SP01,G3,P02,3/24/2021,2709,203,301
SP20,G6,P01,3/24/2021,8918,295,372
SP02,G6,P17,3/24/2021,11942,436,543
SP08,G6,P19,3/24/2021,19173,42,1279
SP16,G1,P17,3/24/2021,2590,209,87
SP16,G4,P04,3/24/2021,2555,73,160
SP10,G5,P05,3/24/2021,861,80,46
SP07,G5,P17,3/24/2021,11956,282,544
SP07,G4,P19,3/24/2021,8589,226,661
SP05,G6,P22,3/24/2021,6496,196,361
SP20,G3,P01,3/24/2021,5299,203,204
SP13,G6,P21,3/24/2021,4858,174,324
SP15,G4,P08,3/24/2021,357,204,19
SP08,G1,P02,3/24/2021,5264,182,405
SP09,G5,P10,3/24/2021,7896,83,304
SP05,G2,P15,3/24/2021,9548,173,796
SP08,G5,P04,3/24/2021,3024,240,178
SP17,G4,P01,3/24/2021,12257,365,409
SP05,G3,P01,3/24/2021,5327,2,184
SP18,G6,P11,3/24/2021,784,208,33
SP08,G6,P13,3/25/2021,5824,248,278
SP25,G4,P22,3/25/2021,11354,119,494
SP11,G3,P15,3/25/2021,7245,185,725
SP16,G4,P12,3/25/2021,2870,480,160
SP25,G4,P09,3/25/2021,721,191,91
SP04,G2,P01,3/25/2021,1274,197,42
SP15,G6,P03,3/25/2021,12187,266,717
SP19,G4,P05,3/25/2021,17969,77,899
SP19,G5,P17,3/25/2021,2471,174,103
SP13,G6,P13,3/25/2021,2296,52,100
SP21,G4,P03,3/25/2021,10801,35,636
SP01,G5,P07,3/25/2021,3031,49,117
SP01,G2,P12,3/25/2021,112,252,11
SP03,G5,P17,3/25/2021,329,130,14
SP03,G4,P12,3/25/2021,9590,154,600
SP09,G3,P07,3/25/2021,3220,209,115
SP04,G1,P11,3/25/2021,9660,106,358
SP08,G1,P14,3/25/2021,9737,184,886
SP05,G6,P15,3/25/2021,3899,199,488
SP10,G6,P18,3/26/2021,1477,58,48
SP15,G5,P10,3/26/2021,4242,324,152
SP25,G2,P19,3/26/2021,8946,163,895
SP25,G1,P09,3/26/2021,14504,150,1813
SP15,G4,P18,3/26/2021,6433,130,202
SP06,G3,P11,3/26/2021,9261,143,343
SP20,G4,P13,3/26/2021,756,71,38
SP03,G2,P15,3/26/2021,4018,10,447
SP12,G5,P08,3/26/2021,168,281,9
SP03,G3,P17,3/26/2021,4004,16,149
SP13,G5,P08,3/26/2021,6272,133,299
SP08,G1,P19,3/26/2021,5215,87,348
SP03,G4,P10,3/26/2021,3094,21,148
SP21,G5,P08,3/26/2021,9324,171,583
SP23,G6,P16,3/26/2021,20447,78,758
SP07,G1,P15,3/26/2021,14189,19,1183
SP13,G1,P20,3/26/2021,6503,231,434
SP06,G2,P12,3/26/2021,2212,24,202
SP11,G4,P21,3/26/2021,2975,45,142
SP14,G2,P14,3/29/2021,4788,217,342
SP13,G2,P14,3/29/2021,9604,201,565
SP21,G4,P07,3/29/2021,616,181,24
SP20,G2,P02,3/29/2021,7644,4,695
SP07,G1,P02,3/29/2021,4193,153,263
SP18,G5,P05,3/29/2021,6132,183,307
SP20,G4,P20,3/29/2021,7896,302,376
SP22,G4,P16,3/29/2021,2576,332,96
SP13,G1,P04,3/29/2021,2821,197,157
SP07,G5,P11,3/29/2021,12103,88,485
SP02,G3,P20,3/29/2021,5271,330,377
SP12,G2,P15,3/29/2021,5117,66,512
SP08,G6,P09,3/30/2021,4767,232,434
SP04,G1,P17,3/30/2021,20076,29,670
SP25,G4,P06,3/30/2021,2583,206,185
SP20,G4,P09,3/30/2021,14210,39,2030
SP01,G3,P15,3/30/2021,4403,25,315
SP03,G5,P10,3/30/2021,12985,279,619
SP14,G3,P13,3/30/2021,1358,63,68
SP01,G1,P15,3/30/2021,203,330,19
SP06,G5,P06,3/30/2021,1281,275,99
SP22,G5,P16,3/30/2021,13475,119,539
SP19,G6,P14,3/30/2021,1547,200,119
SP04,G1,P03,3/31/2021,6013,217,317
SP20,G5,P19,3/31/2021,10703,21,1071
SP10,G3,P11,3/31/2021,7630,236,306
SP21,G2,P06,3/31/2021,5369,251,384
SP03,G5,P21,3/31/2021,7917,115,360
SP02,G5,P06,3/31/2021,259,116,17
SP10,G2,P16,4/1/2021,3115,22,112
SP14,G6,P06,4/1/2021,10731,117,537
SP18,G6,P06,4/1/2021,2352,21,181
SP03,G2,P08,4/1/2021,5138,51,303
SP17,G1,P09,4/1/2021,1428,194,102
SP07,G5,P13,4/1/2021,3598,17,157
SP04,G5,P06,4/1/2021,10528,21,555
SP15,G3,P11,4/2/2021,2100,242,70
SP21,G1,P01,4/2/2021,6797,218,262
SP14,G2,P17,4/2/2021,6202,52,249
SP05,G5,P01,4/2/2021,8001,4,348
SP08,G2,P05,4/2/2021,13832,294,814
SP13,G2,P19,4/2/2021,1568,181,121
SP13,G6,P07,4/2/2021,3129,127,112
SP05,G5,P11,4/2/2021,6944,2,278
SP14,G6,P16,4/2/2021,7672,17,265
SP08,G6,P08,4/2/2021,4137,200,197
SP14,G2,P03,4/2/2021,1365,155,72
SP12,G4,P04,4/2/2021,7238,381,453
SP14,G4,P03,4/2/2021,10500,355,457
SP18,G2,P20,4/2/2021,6790,129,453
SP14,G1,P19,4/2/2021,7203,63,515
SP22,G1,P15,4/2/2021,6202,86,443
SP02,G2,P14,4/5/2021,8351,1,696
SP24,G1,P19,4/5/2021,980,437,109
SP11,G5,P13,4/5/2021,12908,182,562
SP09,G3,P19,4/5/2021,4473,302,320
SP04,G1,P18,4/6/2021,3066,155,93
SP16,G1,P07,4/6/2021,4053,329,177
SP04,G6,P08,4/6/2021,3024,155,152
SP13,G5,P16,4/7/2021,2100,147,68
SP20,G5,P10,4/7/2021,2555,156,112
SP09,G6,P16,4/7/2021,6559,208,243
SP19,G3,P06,4/7/2021,8176,183,390
SP04,G6,P03,4/7/2021,17675,197,884
SP18,G5,P15,4/7/2021,11004,175,1223
SP25,G4,P01,4/7/2021,2233,292,77
SP05,G2,P01,4/7/2021,16359,14,712
SP06,G6,P19,4/7/2021,3192,21,228
SP14,G3,P06,4/7/2021,5313,275,380
SP19,G3,P04,4/7/2021,1841,223,97
SP02,G6,P10,4/7/2021,9884,13,396
SP04,G4,P14,4/7/2021,3066,268,205
SP09,G3,P18,4/7/2021,11207,254,362
SP11,G1,P02,4/7/2021,6321,86,452
SP10,G1,P09,4/7/2021,5299,62,663
SP02,G5,P21,4/8/2021,11578,63,552
SP25,G1,P08,4/8/2021,4298,201,239
SP16,G5,P15,4/8/2021,9548,17,682
SP10,G4,P10,4/8/2021,5663,25,236
SP10,G6,P10,4/8/2021,329,260,15
SP10,G4,P05,4/8/2021,9275,165,489
SP12,G5,P11,4/8/2021,77,133,3
SP10,G1,P04,4/8/2021,4256,110,224
SP23,G6,P03,4/9/2021,4018,413,237
SP15,G6,P05,4/9/2021,6699,138,479
SP24,G2,P13,4/9/2021,4571,17,241
SP05,G5,P13,4/9/2021,4193,79,200
SP18,G2,P09,4/9/2021,392,175,28
SP11,G6,P03,4/9/2021,3192,18,146
SP05,G3,P22,4/9/2021,154,48,7
SP06,G6,P07,4/9/2021,5502,112,212
SP14,G6,P09,4/9/2021,4389,365,439
SP08,G5,P08,4/9/2021,12215,120,764
SP13,G6,P09,4/9/2021,1960,50,140
SP23,G1,P12,4/9/2021,994,389,77
SP19,G4,P10,4/9/2021,3731,41,150
SP22,G2,P22,4/12/2021,11851,45,456
SP18,G4,P18,4/12/2021,7798,77,289
SP10,G4,P08,4/12/2021,658,82,32
SP18,G1,P15,4/12/2021,18963,191,1355
SP10,G1,P08,4/12/2021,574,383,34
SP12,G3,P18,4/12/2021,763,47,28
SP16,G3,P02,4/12/2021,1295,218,108
SP12,G2,P10,4/12/2021,1281,349,61
SP19,G3,P15,4/12/2021,6657,364,606
SP16,G3,P05,4/12/2021,1533,129,110
SP21,G6,P08,4/12/2021,2534,36,121
SP23,G2,P14,4/12/2021,3808,74,224
SP09,G4,P08,4/12/2021,7637,90,425
SP12,G3,P02,4/13/2021,5397,37,416
SP01,G5,P16,4/13/2021,5649,97,202
SP20,G3,P07,4/13/2021,2996,136,116
SP04,G5,P16,4/13/2021,2247,351,87
SP09,G2,P09,4/13/2021,1092,136,84
SP13,G1,P05,4/13/2021,4368,23,292
SP01,G3,P14,4/13/2021,868,90,87
SP07,G2,P01,4/13/2021,8729,35,364
SP13,G2,P08,4/13/2021,2065,17,130
SP07,G4,P08,4/13/2021,6293,48,274
SP05,G4,P19,4/13/2021,7602,247,761
SP16,G3,P03,4/13/2021,10150,223,598
SP10,G6,P03,4/13/2021,11081,311,739
SP14,G2,P04,4/13/2021,588,41,27
SP22,G6,P19,4/13/2021,3710,129,413
SP24,G4,P04,4/14/2021,371,121,27
SP21,G4,P13,4/14/2021,2254,69,119
SP12,G5,P22,4/14/2021,2345,70,112
SP01,G5,P02,4/14/2021,18473,6,2053
SP04,G2,P16,4/14/2021,1680,26,58
SP17,G2,P13,4/14/2021,4508,16,215
SP02,G5,P04,4/15/2021,8463,284,385
SP19,G1,P15,4/15/2021,931,269,117
